id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
3888041,DAV,Lichens,,PreservedSpecimen,3be76e3a-3c1f-4c2e-9635-7ba910081162,DAV235603,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Candelariomycetidae|Candelariales|Candelariaceae|Candelaria,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelaria pacifica,53263,M. Westb. & Arup,Candelaria,,pacifica,,,Species,Shirley Tucker,2008,,,,,,Shirley Tucker,Charis Bratt,34684,1996/12/28,1996,12,28,363,,"Dec. 28, 1996",,On river flat.,On chaparral shrubs.,,,,,,,,,,,,,,,,,United States,California,San Luis Obispo,,Near Pozo on Pozo-Santa Margarita road.,,0,,,,,,,,,,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:3be76e3a-3c1f-4c2e-9635-7ba910081162,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888041
3888042,DAV,Lichens,,PreservedSpecimen,4f28fb94-ed32-4088-b2b7-fb0f41b2f1f5,DAV235631,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Candelariomycetidae|Candelariales|Candelariaceae|Candelariella,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelariella aurella,53267,(Hoffm.) Zahlbr.,Candelariella,,aurella,,,Species,Shirley C. Tucker,2008,,,,,,D. Showers,,1802,1975/05/11,1975,5,11,131,,"May 11, 1975",,,On rock.,,,,,,,,,,,,,,,,,United States,California,Sierra,,"3 miles east of Yuba Pass. [Exact location unknown, coordinates estimated based on collector's locality.]",,0,,39.617485,-120.483861,WGS84,700,,Karen Kyutoku,,GeoLocate,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:4f28fb94-ed32-4088-b2b7-fb0f41b2f1f5,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888042
3888043,DAV,Lichens,,PreservedSpecimen,7704704a-ca63-4f1e-93a3-e4424412e00a,DAV235622,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Candelariomycetidae|Candelariales|Candelariaceae|Candelariella,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelariella aurella,53267,(Hoffm.) Zahlbr.,Candelariella,,aurella,,,Species,A. T. Whittemore,,,,,,,Warren Roberts,,s.n.,1976/11/26,1976,11,26,331,,26 November 1976,,"North slope, schistose rock.",,,,,,,,,,,,,,,,,,United States,California,Riverside,,"Hillside above Safari Park, east of Rim Rocks, south of South Palm Canyon Drive, Aguas Calientes Indian Reservation, Palm Springs area. [Exact location unknown, coordinates estimated based on collector's locality.]",,0,,33.79752,-116.511959,WGS84,6000,,Karen Kyutoku,,GeoLocate,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:7704704a-ca63-4f1e-93a3-e4424412e00a,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888043
3888044,DAV,Lichens,,PreservedSpecimen,f42e87b0-5768-4f9a-bba3-191d6b8d65e1,DAV235701,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Candelariomycetidae|Candelariales|Candelariaceae|Candelariella,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelariella cerinella,63219,Zahlbr.,Candelariella,,cerinella,,,Species,G.H.S.,,,,,,,G. H. Snodgrass,,120a,1979/02/17,1979,2,17,48,,"Feb. 17, 1979",,,On rock.,,,,,,,,,,,,,,,,,United States,California,Plumas,,"Beckwourth Summit on State Highway 70. [Exact location unknown, coordinates estimated based on collector's locality.]",,0,,39.82018,-120.378822,WGS84,7000,,Karen Kyutoku,,GeoLocate,,,1589,,,,,5212',,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:f42e87b0-5768-4f9a-bba3-191d6b8d65e1,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888044
3888045,DAV,Lichens,,PreservedSpecimen,ca6fe21c-93cd-41d3-9e0a-ea32ab68d793,DAV235711,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Candelariomycetidae|Candelariales|Candelariaceae|Candelariella,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelariella spraguei,53280,(Tuck.) Zahlbr.,Candelariella,,spraguei,,,Species,,,,,,,,W. A. Weber,R. Anderson,S18950,1959/04/12,1959,4,12,102,,12 April 1959,"Lichenes exsiccati distributed by the University of Colorado Museum, William A. Weber, Curator [Weber, Lich. Exs. [Boulder (Colorado)]], 1-?700, William Alfred Weber, exs #: 3",,,,,,,,,,,"Dermatocarpon miniatum, Candelariella vitellina, Staurothele clopima, Thyrea pulvinata, and Psorotichia sp.",,,,,,,,United States,Colorado,Boulder,,"West base of Steamboat Mountain, foothills of Front Range 2 miles N.W. of Lyons near mouth of North St. Vrain Creek.",,0,,,,,,,,,,,,1900,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:ca6fe21c-93cd-41d3-9e0a-ea32ab68d793,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888045
3888047,DAV,Lichens,,PreservedSpecimen,1f8cda84-4d0c-4a65-9d3f-3a2c85c5bb7c,DAV235671,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Candelariomycetidae|Candelariales|Candelariaceae|Candelariella,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelariella rosulans,53279,(M・ll.Arg.) Zahlbr.,Candelariella,,rosulans,,,Species,,,,,,,,Shirley Tucker,K. W. Tucker,38059,2003/07/13,2003,7,13,194,,"July 13, 2003",,,On soil and shale outcrops below high crag.,"Gold, sterile, in rock cracks.",,,,,,,,,,,,,,,,United States,California,Mono,,"Along White Mountain Road, south of Crooked Creek Road turn, 4-6 miles north of Schulman Grove (Stop 3).",,,,37.443056,-118.196944,,,"37ｰ26'35""N, 118ｰ11'49""W",,,,,,3258,,,,,10690 ft.,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:1f8cda84-4d0c-4a65-9d3f-3a2c85c5bb7c,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888047
3888048,DAV,Lichens,,PreservedSpecimen,c58d236b-06d7-492a-a328-64332200cdaa,DAV235667,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Candelariomycetidae|Candelariales|Candelariaceae|Candelariella,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelariella rosulans,53279,(M・ll.Arg.) Zahlbr.,Candelariella,,rosulans,,,Species,W. A. Weber,1975,,,,,,F. Parker,,,1966/01/16,1966,1,16,16,,16 Jan. 1966,"+ Acarospora smaragdula (oxalated thallus), + Acarospora fuscata (brown squam.)",,On rock.,,,,,,,,,,,,,,,,,United States,Nevada,Churchill,,3 miles west of Hazen.,,,,,,,,,,,,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:c58d236b-06d7-492a-a328-64332200cdaa,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888048
3888049,DAV,Lichens,,PreservedSpecimen,ee0cb5af-3ccb-434e-aaf5-a44c03977eff,DAV235703,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Candelariomycetidae|Candelariales|Candelariaceae|Candelariella,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelariella vitellina,53284,(Hoffm.) M・ll.Arg.,Candelariella,,vitellina,,,Species,M. A. Hewlett,,,,,,,M. A. Hewlett,,1031 mah,1978/09/30,1978,9,30,273,,9/30/78,,,On decomposing granite.,,,,,,,,,,,,,,,,,United States,California,Alpine,,At Ebbetts Pass.,,,,,,,,,,,,,,2661,,,,,8730',,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:ee0cb5af-3ccb-434e-aaf5-a44c03977eff,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888049
3888050,DAV,Lichens,,PreservedSpecimen,eb94a4c3-80e7-47b8-8ffa-610901f3c93d,DAV235692,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Candelariomycetidae|Candelariales|Candelariaceae|Candelariella,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelariella vitellina,53284,(Hoffm.) M・ll.Arg.,Candelariella,,vitellina,,,Species,,,,,,,,Shirley Tucker,,33184,1993/07/31,1993,7,31,212,,31 July 1993,,"Sandstone outcrops with N, W, and S aspects in cow pasture and nearby burr oaks (Quercus macrocarpa).",On compacted soil.,,,,,,,,,,,,,,,,,United States,Iowa,Winneshiek,,"1.5 mile E of Hesper on Co. Rd. A14, and 0.7 mile N; 0.5 mile W of road. N 1/2 of N 1/2, Sec. 12, T100N, R8W. (Locality 2, Amer. Bryological & Lichenological Soc. Foray).",,,,43.5,-91.733333,,,"43ｰ30'N, 91ｰ44'20""W",,,,,,366,,,,,1200 ft.,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:eb94a4c3-80e7-47b8-8ffa-610901f3c93d,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888050
3888051,DAV,Lichens,,PreservedSpecimen,dbebdecd-e2c7-42ae-bf88-a26f5a2827eb,DAV235674,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Candelariomycetidae|Candelariales|Candelariaceae|Candelariella,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelariella vitellina,53284,(Hoffm.) M・ll.Arg.,Candelariella,,vitellina,,,Species,D. T. Kowalski,,,,,,,G. H. Snodgrass,,37,1979/01/24,1979,1,24,24,,"Jan. 24, 1979",,,On deciduous tree bark.,,,,,,,,,,,,,,,,,United States,California,Butte,,"Honeyrun Covered Bridge. [Exact location unknown, coordinates estimated based on collector's locality.]",,0,,39.728496,-121.70352,WGS84,80,,Karen Kyutoku,,GeoLocate,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:dbebdecd-e2c7-42ae-bf88-a26f5a2827eb,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888051
3888052,DAV,Lichens,,PreservedSpecimen,3d53c829-a50d-4f76-80e1-98e3e5f62c41,DAV235666,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Canoparmelia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Canoparmelia cryptochlorophaea,54344,(Hale) Elix & Hale,Canoparmelia,,cryptochlorophaea,,,Species,Shirley Tucker,1998,,,,,,Shirley C. Tucker,,32104B,1992/08/10,1992,8,10,223,,"Aug. 10, 1992",,,On cultivated Osmanthus fragrans.,,,,,,,,,,,,,,,,,United States,Louisiana,East Baton Rouge,,"Baird Drive, south Baton Rouge. East Baton Rouge Parish.",,0,,,,,,,,,,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:3d53c829-a50d-4f76-80e1-98e3e5f62c41,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888052
3888053,DAV,Lichens,,PreservedSpecimen,086b64b9-94da-4236-a15a-89f9a94d128d,DAV235670,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Dothideomycetes|Dothideomycetidae|Capnodiales|Capnodiaceae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Capnodium,139240,Mont.,Capnodium,,,,,Genus,,,,,,,,P. M. Johns,,NZ-507,1971/02/16,1971,2,16,47,,16-19 February 1971,"Substrate voucher specimens for project, New Zealand Tardigrada, by D. S. Horning, Jr., U. Canterbury, Christchurch, and R. O. Schuster and A. A. Grigarick, U. California, Davis. Distributed by the University of Colorado Museum, Boulder.",In rata-kamahi forest.,On trunk of Griselinia sp.,,,,,,,,,,,,,,,,,New Zealand,,,,Stewart Island. Ocean Beach.,,,,,,,,,,,,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:086b64b9-94da-4236-a15a-89f9a94d128d,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888053
3888054,DAV,Lichens,,PreservedSpecimen,d8374d6b-76c4-444b-9780-2b8f4e58515a,DAV235681,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Catillariaceae|Catillaria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria sphaeroides,63416,(A. Massal.) Schuler,Catillaria,,sphaeroides,,,Species,"Francis Rose, King's College, University of London",,,,,,,Richard A. Bernhard,Francis Rose,7,1971/02/22,1971,2,22,53,,22 February 1971,(B. pilularis Korb.),,On old oak.,,,,,,,,,,,,,,,,,United Kingdom,,Hampshire,,"Red Shoot Wood, SU 192087.",,,,,,,,,,,,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:d8374d6b-76c4-444b-9780-2b8f4e58515a,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888054
3888055,DAV,Lichens,,PreservedSpecimen,a44bc154-0ce6-48c9-bc21-70c2a7736732,DAV235596,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Cavernularia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cavernularia lophyrea,54350,(Ach.) Degel.,Cavernularia,,lophyrea,,,Species,M. A. Hewlett,,,,,,,M. A. Hewlett,,1286 mah,1978/11/18,1978,11,18,322,,11/18/78,,In Pygmy Forest.,On Pinus contorta.,,,,,,,,,,,,,,,,,United States,California,Mendocino,,Along Little Lake Road.,,,,,,,,,,,,,,46,,,,,150',,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:a44bc154-0ce6-48c9-bc21-70c2a7736732,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888055
3888056,DAV,Lichens,,PreservedSpecimen,870e7571-753f-4b88-9564-5faabbbb6a74,DAV235892,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria crispa,63493,(Ach.) Nyl.,Cetraria,,crispa,,,Species,,,,,,,,Shirley C. Tucker,,5603,1955/07/06,1955,7,6,187,,"July 6, 1955",,,On sand dunes.,,,,,,,,,,,,,,,,,United States,Minnesota,Polk,,"At Fertile. [Exact location unknown, coordinates estimated based on collector's locality.]",,0,,47.536076,-96.280333,WGS84,2600,,Karen Kyutoku,,GeoLocate,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:870e7571-753f-4b88-9564-5faabbbb6a74,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888056
3888057,DAV,Lichens,,PreservedSpecimen,78f18259-3801-41ff-b93a-eb331d036180,DAV235891,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria crispa,63493,(Ach.) Nyl.,Cetraria,,crispa,,,Species,Shirley Tucker,,,,,,,Jean Langenheim,,,1949/07/03,1949,7,3,185,,"July 3, 1949",,In krummholz patch.,,No marginal cilia.,,,,,,,,,,,,,,,,United States,Colorado,Gunnison,,"In Queen's Basin, near Gothic. [Exact location unknown, coordinates estimated based on collector's locality.]",,0,,38.972661,-106.944273,WGS84,5000,,Karen Kyutoku,,GeoLocate,,,3658,,,,,12000 ft.,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:78f18259-3801-41ff-b93a-eb331d036180,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888057
3888058,DAV,Lichens,,PreservedSpecimen,83e723b7-d263-4f7b-a550-f3955453e5ac,DAV235890,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria cucullata,63494,(Bellardi) Ach.,Cetraria,,cucullata,,,Species,,,,,,,,Les A. Viereck,Keith Jones,5642,1962/06/13,1962,6,13,164,,13 June 1962,"Lichenes exsiccati distributed by the University of Colorado Museum, William A. Weber, Curator [Weber, Lich. Exs. [Boulder (Colorado)]], 1-?700, William Alfred Weber, exs #: 42",Common in mat or fruticose lichen stands in an open Picea glauca stand.,,Many of the packets contain material with apothecia.,,,,,,,,Scattered shrubs of Betula glandulosa and Ledum groenlandicum.,,,,,,,,United States,Alaska,,,Alaska Range District: Dry Creek.,,,,,,,,"63ｰ53-59'N, 147ｰ20-35'W",,,,,,853,1067,,,,2800-3500 ft.,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:83e723b7-d263-4f7b-a550-f3955453e5ac,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888058
3888059,DAV,Lichens,,PreservedSpecimen,479f17a3-8aaa-40db-954a-66d8cbca4fce,DAV235889,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria glauca,63501,(L.) Ach.,Cetraria,,glauca,,,Species,,,,,,,,W. A. Weber,James Erdman,S18991,1959/05/02,1959,5,2,122,,2 May 1959,"Lichenes exsiccati distributed by the University of Colorado Museum, William A. Weber, Curator [Weber, Lich. Exs. [Boulder (Colorado)]], 1-?700, William Alfred Weber, exs #: 4",,On north-facing granite ledges of canyon wall.,"Rare and local, not previously known from the southern Rocky Mountains.",,,,,,,,,,,,,,,,United States,Colorado,Boulder,,"Bull Gulch, foothills of Front Range between Plainview and Eldorado Springs.",,,,,,,,,,,,,,2000,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:479f17a3-8aaa-40db-954a-66d8cbca4fce,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888059
3888060,DAV,Lichens,,PreservedSpecimen,e797998f-f956-4c95-a432-4a7a59165cfb,DAV235888,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria glauca,63501,(L.) Ach.,Cetraria,,glauca,,,Species,"Francis Rose, King's College, University of London",,,,,,,Richard A. Bernhard,Francis Rose,11,1971/02/22,1971,2,22,53,,22 February 1971,"(Syn: Platismatia glauca (L.) Culb & Culb, P. glaucum (L.) Frege.)",,On oak (Quercus robur).,,,,,,,,,,,,,,,,,United Kingdom,,Hampshire,,"Red Shoot Wood, SU 192087.",,,,,,,,,,,,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:e797998f-f956-4c95-a432-4a7a59165cfb,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888060
3888061,DAV,Lichens,,PreservedSpecimen,bf423bb9-6dda-4b5b-afd7-2a2b83054ed9,DAV235887,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria glauca,63501,(L.) Ach.,Cetraria,,glauca,,,Species,"Francis Rose, King's College, University of London",,,,,,,Richard A. Bernhard,,87,1971/05/10,1971,5,10,130,,10 May 1971,,,On oak.,,,,,,,,,,,,,,,,,United Kingdom,,Dunbartonshire,,"Along western shore of Loch Lamond near Inverbeg Hotel on A-82, Dumbarton, V.C.99, NS 349970.",,,,,,,,,,,,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:bf423bb9-6dda-4b5b-afd7-2a2b83054ed9,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888061
3888062,DAV,Lichens,,PreservedSpecimen,c1d9c118-df98-4f38-a1fa-5e079397dfca,DAV235922,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria islandica,54354,(L.) Ach.,Cetraria,,islandica,,,Species,,,,,,,,Shirley Cotter Tucker,,1787,1950/08/09,1950,8,9,221,,"August 9, 1950",,,On mosses.,"Brown, ciliate.",,,,,,,,,,,,,,,,United States,Montana,Glacier,,"Logan Pass, Glacier Park. [Exact location unknown, coordinates estimated based on collector's locality.]",,0,,48.691655,-113.722977,WGS84,16000,,Karen Kyutoku,,GeoLocate,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:c1d9c118-df98-4f38-a1fa-5e079397dfca,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888062
3888063,DAV,Lichens,,PreservedSpecimen,051b01dc-18cf-47f6-82af-b7414a32802f,DAV235923,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria islandica,54354,(L.) Ach.,Cetraria,,islandica,,,Species,,,,,,,,W. A. Weber,James Erdman,S-25975,1961/05/27,1961,5,27,147,,27 May 1961,"The occurrence of this species at such low altitudes is the result of site and exposure compensation.; Lichenes exsiccati distributed by the University of Colorado Museum, William A. Weber, Curator [Weber, Lich. Exs. [Boulder (Colorado)]], 1-?700, William Alfred Weber, exs #: 46",,On north-facing granite ledges.,,,,,,,,,"Cornicularia aculeata, Parmelia physodes, and Selaginella weatherbiana.",,,,,,,,United States,Colorado,Jefferson,,"Bull Gulch, outer foothills of Colorado Front Range between Plainview and Eldorado Springs, T. 2 S., R. 71 W., Section 1.",,,,,,,,,,,,,,2286,,,,,7500 ft.,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:051b01dc-18cf-47f6-82af-b7414a32802f,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888063
3888064,DAV,Lichens,,PreservedSpecimen,1112675b-26d7-4dd0-bd6b-5d70e4998906,DAV235918,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria nivalis,63512,(L.) Ach.,Cetraria,,nivalis,,,Species,Shirley Tucker,,,,,,,Wayne Fry,,149,1948/08/06,1948,8,6,219,,8-6-48,[Alt. 12000 ft. or 16000 ft.?],,,,,,,,,,,Cladonia sp. and Thamnolia sp.,,,,,,,,United States,Colorado,Aspen,,"East side of East Maroon Pass. [Exact location unknown, coordinates estimated based on collector's locality.]",,0,,39.011657,-106.941988,WGS84,2000,,Karen Kyutoku,,GeoLocate,,,4877,,,,,16000 ft.,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:1112675b-26d7-4dd0-bd6b-5d70e4998906,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888064
3888065,DAV,Lichens,,PreservedSpecimen,51699a1f-3968-47c4-b313-dcd00bd0fc53,DAV235919,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria nivalis,63512,(L.) Ach.,Cetraria,,nivalis,,,Species,,,,,,,,F. C. Olday,,530,1962/06/22,1962,6,22,173,,6/22/62,,Sub-alpine fir forest.,On soil.,,,,,,,,,,,,,,,,,United States,New Hampshire,Coos,,"Mount Clinton [Mount Pierce]. [Exact location unknown, coordinates estimated based on collector's locality.]",,0,,44.2167,-71.35,WGS84,1200,,Karen Kyutoku,,GeoLocate,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:51699a1f-3968-47c4-b313-dcd00bd0fc53,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888065
3888066,DAV,Lichens,,PreservedSpecimen,3bff0945-e632-45cb-86bd-158dcef8a375,DAV235920,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria richardsonii,63520,Hook.,Cetraria,,richardsonii,,,Species,,,,,,,,Les A. Viereck,Keith Jones,5634,1962/06/12,1962,6,12,163,,12 June 1962,"Lichenes exsiccati distributed by the University of Colorado Museum, William A. Weber, Curator [Weber, Lich. Exs. [Boulder (Colorado)]], 1-?700, William Alfred Weber, exs #: 54",,,Abundant in depressions between moss mounds.,,,,,,,,In stands of scattered Picea glauca and clumps of Salix alaxensis.,,,,,,,,United States,Alaska,,,Alaska Range District: Dry Creek.,,,,,,,,"63ｰ53-59'N, 147ｰ20-25'W",,,,,,1067,,,,,3500 ft.,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:3bff0945-e632-45cb-86bd-158dcef8a375,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888066
3888067,DAV,Lichens,,PreservedSpecimen,d8351d93-97d7-4b78-8bd9-99342b469dda,DAV235915,,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria scutata,63522,auct. Poetsch non Wulfen,Cetraria,,scutata,,,Species,,,,,,,,Shirley Cotter Tucker,,5450,1952/06/22,1952,6,22,174,,"June 22, 1952",,,On wooden fences along road.,"Brown, sorediate.",,,,,,,,,,,,,,,,United States,California,Marin,,"5 miles west of Novato. [Exact location unknown, coordinates estimated based on collector's locality.]",,0,,38.116664,-122.658842,WGS84,7000,,Karen Kyutoku,,GeoLocate,,,,,,,,,,,kkyutoku,2021/11/16 11:21,,117,urn:uuid:d8351d93-97d7-4b78-8bd9-99342b469dda,https://lichenportal.org/cnalh/collections/individual/index.php?occid=3888067
